"Sample","Block","ISP","trait","family","PhotoshopNames","animal","TreeOrder","Sample_Full"
"27_4_20_LC",5,0.182926829,"OD","gaussian","S. simiae","27420LC",17,"27420LC"
"S. saprophyticus spp Bovis",5,-0.228412256,"OD","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"EOE 41",5,0.902777778,"OD","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"Sa_TPS 3072",5,0.767973856,"OD","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"EOE 23",5,0.641873278,"OD","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"ASARM 74",5,0.53125,"OD","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"ASARM 73",5,0.759878419,"OD","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 70",5,0.752380952,"OD","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"DEU2",5,0.689795918,"OD","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"B_128_S3",6,0.840136054,"OD","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"DEU2",6,0.776831346,"OD","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"B_142_S1",6,0.898,"OD","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"Sa_TPS 3043",6,0.591985428,"OD","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"EOE 42",6,0.69261477,"OD","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"27_4_20_LC",6,-0.136956522,"OD","gaussian","S. simiae","27420LC",17,"27420LC"
"S. haemolyticus",6,0.567567568,"OD","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"ASARM 72",6,-0.044871795,"OD","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"JW_31330_O_BHY_1",6,0.560606061,"OD","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_30866_O BHY_3",6,0.83161512,"OD","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"Sa_TPS 3072",6,0.78807947,"OD","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"USFL018",6,0.642647059,"OD","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"SAR_10_18_S1",6,0.442748092,"OD","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"ASARM 73",6,0.83518931,"OD","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"S. edaphicus",6,0.450276243,"OD","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"DAR_06_18_1_LC1",6,0.752767528,"OD","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"S. pseudoxylosus",6,0.007936508,"OD","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. xylosus",6,0.08985025,"OD","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"21_11_F7_LW",6,0.633204633,"OD","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"USFL012",6,0.771058315,"OD","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL008",6,0.696793003,"OD","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"DAR_04_18_1_C1",6,0.790378007,"OD","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"AR_05_S1",6,-0.133333333,"OD","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"ASARM 61",6,0.798076923,"OD","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"MU2",6,0.480769231,"OD","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"SAR_14_18_N1",6,0.783076923,"OD","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"S. hominis spp hominis",6,-0.221556886,"OD","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"EOE 30",6,0.725118483,"OD","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"USFL016",6,0.836538462,"OD","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"ASARM 74",6,0.811377246,"OD","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"S. simulans",6,0.474074074,"OD","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"JW_31330_L_BHY_2",6,0.841642229,"OD","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"S. pseudointermedius",6,0.068870523,"OD","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"ASARM 71",6,0.324701195,"OD","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"Sa_TPS 3105",6,0.668329177,"OD","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"Sa_TPS 3026 (JKD6159)",6,0.606153846,"OD","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"JW 32660_O5",6,0.712707182,"OD","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"P32",6,0.15625,"OD","gaussian","S. aureus (P32)","P32",48,"P32"
"USFL009",6,0.855191257,"OD","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"S. schleiferi spp coagulans",6,-0.344155844,"OD","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"DEU1",6,0.68788501,"OD","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"S. epidermidis",6,0.781938326,"OD","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"EOE 35",6,0.610169492,"OD","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 3",6,0.6675,"OD","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"Sa_TPS 3104",6,0.6,"OD","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"EOE 41",6,0.783707865,"OD","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"USFL020",6,0.766055046,"OD","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"AR_056_18_O1",6,0.803030303,"OD","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"HU25",6,0.674698795,"OD","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"27_4_5_SW",6,0.385802469,"OD","gaussian","S. napaliensis","2745SW",7,"2745SW"
"S. schleiferi spp schleiferi",6,0.705045278,"OD","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"13_S44_S9",6,0.808510638,"OD","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"MU1",6,0.768031189,"OD","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"Sa_TPS 3097",6,0.796116505,"OD","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"DAR_09_18_1_3",6,-0.110935024,"OD","gaussian","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"ASARM 70",6,0.752327747,"OD","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"S. saprophyticus spp Bovis",6,0.23923445,"OD","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp saprophyticus",6,-0.098412698,"OD","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"SAR_12_18_N_1",6,0.050938338,"OD","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"8325-4",6,0.836734694,"OD","gaussian","S. aureus (8325-4)","83254",57,"83254"
"EOE 23",6,0.904166667,"OD","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
